SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20190072,2018,6,5,MI,MI,Trout Island (reef summit),,45.776,-85.738,314,MM3,,LAT,LLW,39986,2017,y,16,ADCWT,99.7,641028,97.7,179.15,1909.17,1,LAT-LLW-17-SAR-JOR,b,USFWS,2,FIS_ID=155896
20190073,2018,6,6,MI,MI,Gull Island Shoal (side of reef),,45.62,-85.84,413,MM3,,LAT,SLW,40174,2017,y,16,ADCWT,99.7,641031,96.4,168.59,1598.46,1,LAT-SLW-17-HIF-JOR,b,USFWS,2,FIS_ID=155963
20190074,2018,6,6,MI,MI,Gull Island Shoal (side of reef),,45.62,-85.84,413,MM3,,LAT,HPW,40372,2017,y,16,ADCWT,99.3,641035,96.4,173.27,1744.063,1,LAT-HPW-17-HIF-JOR,b,USFWS,2,FIS_ID=155983
20190075,2018,6,6,MI,MI,Gull Island Shoal (side of reef),,45.62,-85.84,413,MM3,,LAT,LLW,40020,2017,y,16,ADCWT,100,641027,96.7,176.11,1815.277,1,LAT-LLW-17-SAR-JOR,b,USFWS,2,FIS_ID=155995
20190091,2018,6,24,MI,MI,Epufette Bay,,46.054017,-85.184997,117,MM3,,WAE,SMR,75186,2018,Suf,2,Ox,,,,50,60.8,1,,T,Sault Tribe,,
20190097,2018,6,25,MI,MI,Lake Charleviox,,45.256356,-85.184992,616,MM3,,WAE,SMR,200122,2018,Suf,2,Ox,,,,50,162.4,1,,T,Sault Tribe,,
20190099,2018,5,29,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,61408,2017,suf,4,OX,96,,,42.7,23.33504,1,,t,LTBB,2,
20190100,2018,5,31,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LWF,ELR,8189,2017,suf,4,OX,96,,,62.8,12.3146182,1,,t,LTBB,2,
20190101,2018,5,31,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LWF,ELR,22287,2017,suf,4,OX,96,,,62.8,33.4305,1,,t,LTBB,2,
20190102,2018,11,6,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,847,2017,ff,10,RVCWTOX,96,430253,95,133.5,7.31808,1,,t,LTBB,2,
20190103,2018,11,6,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,1070,2017,ff,10,RVCWTOX,96,430252,95,133.5,9.2448,1,,t,LTBB,2,
20190104,2018,11,6,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,3295,2017,ff,10,RVCWTOX,96,430253,95,138.9,29.62205,1,,t,LTBB,2,
20190105,2018,11,9,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,647,2017,ff,10,RVCWTOX,96,430252,95,146.9,6.15297,1,,t,LTBB,2,
20190106,2018,11,9,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,3258,2017,ff,10,RVCWTOX,96,430254,95,140.91,29.71296,1,,t,LTBB,2,
20190107,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,92,2017,ff,10,RVCWTOX,96,592005,95,150.8,0.89792,1,,t,LTBB,2,
20190108,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,142,2017,ff,10,RVCWTOX,96,592019,95,156.2,1.43562,1,,t,LTBB,2,
20190109,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,162,2017,ff,10,RVCWTOX,96,592005,95,126.3,1.32516,1,,t,LTBB,2,
20190110,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,1098,2017,ff,10,RVCWTOX,96,592007,95,139.2,9.89298,1,,t,LTBB,2,
20190111,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,1349,2017,ff,10,RVCWTOX,96,592005,95,150.8,13.16624,1,,t,LTBB,2,
20190112,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,1426,2017,ff,10,RVCWTOX,96,592007,95,139.2,12.84826,1,,t,LTBB,2,
20190113,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,2119,2017,ff,10,RVCWTOX,96,592005,95,126.4,17.33342,1,,t,LTBB,2,
20190114,2018,11,13,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,2277,2017,ff,10,RVCWTOX,96,592019,95,150,22.10967,1,,t,LTBB,2,
20190115,2018,11,16,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,1087,2017,ff,10,RVCWTOX,96,430272,95,177.1,12.45702,1,,t,LTBB,2,
20190116,2018,11,16,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,2128,2017,ff,10,RVCWTOX,96,592007,95,195.61,26.94048,1,,t,LTBB,2,
20190117,2018,11,16,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,2585,2017,ff,10,RVCWTOX,96,430272,95,177.1,29.6241,1,,t,LTBB,2,
20190118,2018,11,16,MI,MI,Harbor Springs Boat Launch,,45.429349,-84.982379,519,MM3,,LHR,ELR,2706,2017,ff,10,RVCWTOX,96,592007,95,139.9,23.97516,1,,t,LTBB,2,
20190121,2018,4,12,MI,WI,KEWAUNEE RIVER,KEWAUNEE,44.51617,-87.58665,1004,WM4,,BNT,SE,11302,2017,y,16,AD,,,,170.18,640.8163265,1,BNT-SE-2017-WR,i,WIDNR,2,
20190122,2018,3,5,MI,WI,AHNAPEE RIVER,KEWAUNEE,44.6746,-87.4828,1004,WM4,,BNT,SE,14618,2017,y,15,AD,,,,165.1,712.0181406,1,BNT-SE-2017-WR,i,WIDNR,2,
20190125,2018,3,13,MI,WI,WEST TWIN RIVER,MANITOWOC,44.17307,-87.63839,1303,WM4,,BNT,SE,6968,2017,y,15,AD,,,,167.64,325.6235828,1,BNT-SE-2017-WR,i,WIDNR,2,
20190126,2018,3,13,MI,WI,EAST TWIN RIVER,MANITOWOC,44.2366,-87.6383,1303,WM4,,BNT,SE,6978,2017,y,15,AD,,,,167.64,326.0770975,1,BNT-SE-2017-WR,i,WIDNR,2,
20190127,2018,3,14,MI,WI,KINNICKINNIC RIVER,MILWAUKEE,43.0252,-87.904,2002,WM5,,BNT,SE,3183,2017,y,15,AD,,,,170.18,151.9274376,1,BNT-SE-2017-WR,i,WIDNR,2,
20190128,2018,3,14,MI,WI,KINNICKINNIC RIVER,MILWAUKEE,43.0252,-87.904,2002,WM5,,BNT,SE,9718,2017,y,15,AD,,,,170.18,463.9455782,1,BNT-SE-2017-WR,i,WIDNR,2,
20190129,2018,3,14,MI,WI,KINNICKINNIC RIVER,MILWAUKEE,43.0252,-87.904,2002,WM5,,BNT,SE,12341,2017,y,15,AD,,,,170.18,589.1156463,1,BNT-SE-2017-WR,i,WIDNR,2,
20190130,2018,3,16,MI,WI,LAKE MICHIGAN,DOOR,45.0627,-87.0961,706,WM3,,BNT,SE,8772,2017,y,15,AD,,,,165.1,460.3174603,1,BNT-SE-2017-WR,u,WIDNR,2,
20190131,2018,3,20,MI,WI,PIKE RIVER,KENOSHA,42.588663,-87.815773,2202,WM6,,BNT,SE,13169,2017,y,15,AD,,,,162.56,635.3741497,1,BNT-SE-2017-WR,i,WIDNR,2,
20190132,2018,3,20,MI,WI,PIKE RIVER,KENOSHA,42.588663,-87.815773,2202,WM6,,BNT,SE,13780,2017,y,15,AD,,,,162.56,664.8526077,1,BNT-SE-2017-WR,i,WIDNR,2,
20190133,2018,3,21,MI,WI,LAKE MICHIGAN,OZAUKEE,43.3874,-87.8667,1701,WM5,,BNT,SE,15068,2017,y,15,AD,,,,162.56,756.462585,1,BNT-SE-2017-WR,u,WIDNR,2,
20190134,2018,3,21,MI,WI,KINNICKINNIC RIVER,MILWAUKEE,43.0252,-87.904,2002,WM5,,BNT,SE,11582,2017,y,15,AD,,,,162.56,564.1723356,1,BNT-SE-2017-WR,i,WIDNR,2,
20190135,2018,3,21,MI,WI,PIKE RIVER,KENOSHA,42.588663,-87.815773,2202,WM6,,BNT,SE,1266,2017,y,15,AD,,,,162.56,61.67800454,1,BNT-SE-2017-WR,i,WIDNR,2,
20190136,2018,3,22,MI,WI,LAKE MICHIGAN,DOOR,44.759,-87.3141,905,WM3,,BNT,SE,8772,2017,y,15,AD,,,,165.1,457.1428571,1,BNT-SE-2017-WR,u,WIDNR,2,
20190137,2018,3,27,MI,WI,MANITOWOC RIVER,MANITOWOC,44.1011,-87.6791,1303,WM4,,BNT,SE,13763,2017,y,15,AD,,,,167.64,775.0566893,1,BNT-SE-2017-WR,i,WIDNR,2,
20190138,2018,4,5,MI,WI,KEWAUNEE RIVER,KEWAUNEE,44.51617,-87.58665,1004,WM4,,BNT,SE,1584,2017,y,16,AD,,,,170.18,89.79591837,1,BNT-SE-2017-WR,i,WIDNR,2,
20190139,2018,4,12,MI,WI,SHEBOYGAN RIVER,SHEBOYGAN,43.72987,-87.76962,1502,WM5,,BNT,SE,7700,2017,y,16,AD,,,,175.26,453.5147392,1,BNT-SE-2017-WR,i,WIDNR,2,
20190140,2018,4,17,MI,WI,ROOT RIVER,RACINE,42.7295,-87.7922,2102,WM6,,BNT,SE,10159,2017,y,16,AD,,,,177.8,639.9092971,1,BNT-SE-2017-WR,i,WIDNR,2,
20190141,2018,4,18,MI,WI,ROOT RIVER,RACINE,42.7295,-87.7922,2102,WM6,,BNT,SE,10332,2017,y,16,AD,,,,177.8,650.7936508,1,BNT-SE-2017-WR,i,WIDNR,2,
20190142,2018,4,18,MI,WI,ROOT RIVER,RACINE,42.7295,-87.7922,2102,WM6,,BNT,SE,10957,2017,y,16,AD,,,,175.26,644.4444444,1,BNT-SE-2017-WR,i,WIDNR,2,
20190143,2018,5,8,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,10219,2017,y,17,AD,,,,177.8,633.106576,1,BNT-SE-2017-WR,u,WIDNR,2,
20190144,2018,5,8,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,11156,2017,y,17,AD,,,,177.8,691.1564626,1,BNT-SE-2017-WR,u,WIDNR,2,
20190145,2018,5,8,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,11924,2017,y,17,AD,,,,177.8,738.7755102,1,BNT-SE-2017-WR,u,WIDNR,2,
20190146,2018,5,9,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,11040,2017,y,17,AD,,,,180.34,725.6235828,1,BNT-SE-2017-WR,u,WIDNR,2,
20190147,2018,5,9,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,10045,2017,y,17,AD,,,,185.42,685.7142857,1,BNT-SE-2017-WR,u,WIDNR,2,
20190148,2018,5,10,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,8129,2017,y,17,AD,,,,177.8,519.2743764,1,BNT-SE-2017-WR,u,WIDNR,2,
20190149,2018,5,10,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,11901,2017,y,17,AD,,,,177.8,758.276644,1,BNT-SE-2017-WR,u,WIDNR,2,
20190150,2018,5,10,MI,WI,GREEN BAY,DOOR,44.92594,-87.43482,804,WM1,,BNT,SE,10117,2017,y,17,AD,,,,165.1,628.5714286,1,BNT-SE-2017-WR,u,WIDNR,2,
20190151,2018,9,26,MI,WI,LAKE MICHIGAN,MARINETTE,45.0445,-87.6253,703,WM1,,BNT,SE,10400,2018,ff,5,AD,,,,114.3,181.4058957,1,BNT-SE-2018-WR,u,WIDNR,2,
20190152,2018,9,26,MI,WI,MENOMINEE RIVER,MARINETTE,45.102,-87.629,703,WM1,,BNT,SE,10400,2018,ff,5,AD,,,,114.3,181.4058957,1,BNT-SE-2018-WR,i,WIDNR,2,
20190153,2018,9,27,MI,WI,OCONTO RIVER,OCONTO,44.8574,-88.0494,802,WM1,,BNT,SE,10400,2018,ff,5,AD,,,,114.3,181.4058957,1,BNT-SE-2018-WR,i,WIDNR,2,
20190154,2018,9,27,MI,WI,PESHTIGO RIVER,MARINETTE,45.0344,-87.7238,803,WM1,,BNT,SE,10400,2018,ff,5,AD,,,,114.3,181.4058957,1,BNT-SE-2018-WR,i,WIDNR,2,
20190155,2018,9,25,MI,WI,KINNICKINNIC RIVER,MILWAUKEE,43.0252,-87.904,2002,WM5,,BNT,SE,20040,2018,ff,5,NC,,,,93.98,255.7823129,1,BNT-SE-2018-WR,i,WIDNR,2,
20190156,2018,3,16,MI,WI,LAKE MICHIGAN,DOOR,45.2183,-87.0324,706,WM3,,BNT,SE,4394,2017,y,15,AD,,,,165.1,229.0249433,1,BNT-SE-2017-WR,t,WIDNR,2,Comercial Dock
20190157,2018,3,5,MI,WI,LAKE MICHIGAN,OZAUKEE,43.3874,-87.8667,1701,WM5,,BNT,SE,14969,2017,y,15,AD,,,,165.1,685.7142857,1,BNT-SE-2017-WR,o,WIDNR,2,Held in Net pen. Thousands of Gulls present.
20190158,2018,3,22,MI,WI,LAKE MICHIGAN,DOOR,45.2908,-87.0231,606,WM2,,BNT,SE,4437,2017,y,15,AD,,,,165.1,231.292517,1,BNT-SE-2017-WR,o,WIDNR,2,Stocked fish at Hedgehog Harbor through the ice.
20190159,2018,4,11,MI,WI,SHEBOYGAN RIVER,SHEBOYGAN,43.72987,-87.76962,1502,WM5,,BNT,SE,12173,2017,y,16,AD,,,,167.64,746.031746,1,BNT-SE-2017-WR,i,WIDNR,2,Stocked fish behind Kohler Garage
20190160,2018,4,11,MI,WI,SHEBOYGAN RIVER,SHEBOYGAN,43.72987,-87.76962,1502,WM5,,BNT,SE,13408,2017,y,16,AD,,,,175.26,821.7687075,1,BNT-SE-2017-WR,i,WIDNR,2,Stocked fish behind Kohler garage.
20190174,2018,4,12,MI,WI,LAKE MICHIGAN,OZAUKEE,43.3874,-87.8667,1701,WM5,,BNT,SE,1609,2017,y,16,AD,,,,175.26,94.7845805,1,BNT-SE-2017-WR,t,WIDNR,2,Stocked at Kohler garage due to trucking logistics and concerns of Gulls at Port Washington. This was to fill Ports Quota.
20190175,2018,4,23,MI,WI,KEWAUNEE RIVER,KEWAUNEE,44.4612,-87.5442,1004,WM4,,BNT,SE,1782,2017,y,16,AD,,,,175.26,108.3900227,1,BNT-SE-2017-WR,i,WIDNR,1,Water high and dirty from snow melt.
20190176,2018,4,20,MI,WI,KEWAUNEE RIVER,KEWAUNEE,44.463,-87.5066,1004,WM4,,CHS,LM,24372,2018,sf,4,ADCWT,99.5,310116,99.8,76.2,123.8095238,1,CHS-LM-2018-WR,i,WIDNR,0,net pen stocking tag # 31-10-16
20190177,2018,4,17,MI,WI,ROOT RIVER,RACINE,42.73395,-87.78103,2102,WM6,,CHS,LM,32748,2018,sf,4,ADCWT,100,310118,99.3,81.28,161.9047619,1,CHS-LM-2018-WR,i,WIDNR,1,NET PENS.
20190178,2018,5,3,MI,WI,PIKE RIVER,KENOSHA,42.588663,-87.815773,2202,WM6,,CHS,LM,41687,2018,sf,5,AD,,,,88.9,234.4671202,1,CHS-LM-2018-WR,i,WIDNR,2,-
20190179,2018,5,2,MI,WI,LAKE MICHIGAN,MILWAUKEE,43.0465,-87.8847,1901,WM5,,CHS,LM,75273,2018,sf,5,AD,,,,91.44,477.5510204,1,CHS-LM-2018-WR,u,WIDNR,2,-
20190180,2018,5,9,MI,WI,EAST TWIN RIVER,MANITOWOC,44.2366,-87.6383,1303,WM4,,CHS,LM,24112,2018,sf,5,AD,,,,86.36,139.6825397,1,CHS-LM-2018-WR,i,WIDNR,2,Water high and dirty.
